person_id;place_id;rating
25.0;708.0;4.6
25.0;711.0;5.0
25.0;500.0;4.5
25.0;525.0;4.5
25.0;422.0;4.8
25.0;88.0;4.6
25.0;480.0;4.3999999999999995
25.0;592.0;4.2
25.0;478.0;3.3000000000000003
25.0;471.0;4.7
25.0;8.0;4.5
25.0;504.0;4.3999999999999995
26.0;156.0;3.9
26.0;93.0;4.199999999999999
26.0;119.0;4.1
26.0;201.0;4.4
26.0;273.0;4.6
26.0;294.0;4.3
26.0;171.0;4.6000000000000005
26.0;259.0;3.6
26.0;180.0;4.5
26.0;467.0;4.4
26.0;345.0;4.0
26.0;418.0;3.6999999999999997
26.0;607.0;4.5
26.0;520.0;4.3
26.0;464.0;4.1000000000000005
26.0;660.0;3.0999999999999996
26.0;621.0;5.1000000000000005
26.0;445.0;5.3
26.0;569.0;5.2
26.0;751.0;3.8
26.0;384.0;4.1
26.0;567.0;4.1000000000000005
26.0;719.0;4.3
27.0;19.0;4.1
27.0;87.0;4.8999999999999995
27.0;63.0;3.8999999999999995
27.0;250.0;4.6000000000000005
27.0;78.0;3.9999999999999996
27.0;267.0;4.300000000000001
27.0;113.0;4.5
27.0;502.0;3.9999999999999996
27.0;620.0;4.9
27.0;384.0;4.1
27.0;545.0;4.3
27.0;527.0;4.3
27.0;516.0;4.5
27.0;422.0;4.7
27.0;355.0;4.6000000000000005
27.0;479.0;5.0
27.0;491.0;4.4
28.0;656.0;4.9
28.0;627.0;4.3
28.0;556.0;4.4
28.0;645.0;4.2
28.0;654.0;4.5
28.0;548.0;4.9
28.0;659.0;4.5
28.0;559.0;4.5
28.0;336.0;4.6000000000000005
28.0;356.0;4.3
28.0;266.0;4.4
28.0;415.0;4.1000000000000005
28.0;756.0;4.5
28.0;307.0;4.6
28.0;20.0;3.0
28.0;328.0;4.2
28.0;59.0;3.8
28.0;379.0;4.5
28.0;114.0;3.6
28.0;230.0;4.3
28.0;330.0;4.3
29.0;203.0;4.2
29.0;209.0;4.1000000000000005
29.0;276.0;4.4
29.0;133.0;4.1000000000000005
29.0;23.0;4.5
29.0;146.0;4.5
29.0;108.0;3.9000000000000004
29.0;157.0;4.4
29.0;397.0;4.4
29.0;510.0;4.5
29.0;680.0;5.0
29.0;363.0;4.1
29.0;322.0;3.8
29.0;513.0;3.9
29.0;353.0;5.2
29.0;415.0;4.1000000000000005
29.0;486.0;4.6
29.0;318.0;4.7
29.0;571.0;3.1
30.0;210.0;3.9999999999999996
30.0;213.0;4.3
30.0;171.0;4.6000000000000005
30.0;48.0;4.2
30.0;54.0;3.6
30.0;59.0;4.1
30.0;288.0;4.3
30.0;209.0;4.1000000000000005
30.0;1.0;4.1
30.0;544.0;4.8
30.0;389.0;3.3000000000000003
30.0;362.0;4.2
30.0;477.0;5.0
30.0;554.0;4.2
30.0;434.0;5.2
30.0;457.0;4.8
30.0;571.0;2.8
30.0;379.0;4.7
30.0;590.0;4.9
30.0;657.0;4.3
30.0;516.0;4.6000000000000005
30.0;546.0;4.7
31.0;410.0;4.9
31.0;320.0;4.2
31.0;319.0;4.2
31.0;375.0;4.5
31.0;350.0;4.0
31.0;414.0;4.8999999999999995
31.0;300.0;4.300000000000001
31.0;304.0;3.6999999999999997
31.0;317.0;4.2
31.0;502.0;4.1
31.0;712.0;4.3999999999999995
31.0;667.0;4.5
31.0;618.0;3.3000000000000003
31.0;706.0;4.7
31.0;542.0;4.4
31.0;763.0;4.4
31.0;627.0;4.2
31.0;39.0;4.3
31.0;513.0;3.6999999999999997
31.0;639.0;3.8
31.0;209.0;4.2
31.0;592.0;4.4
32.0;696.0;4.2
32.0;703.0;4.199999999999999
32.0;708.0;4.3999999999999995
32.0;701.0;4.2
32.0;702.0;5.0
32.0;713.0;3.8
32.0;712.0;4.699999999999999
32.0;706.0;4.9
32.0;489.0;4.3999999999999995
32.0;428.0;4.3
32.0;520.0;4.1000000000000005
32.0;359.0;4.300000000000001
32.0;358.0;3.9000000000000004
32.0;443.0;4.8
32.0;230.0;4.1
32.0;683.0;4.3999999999999995
32.0;288.0;4.6
32.0;725.0;4.1
32.0;31.0;4.6
32.0;486.0;4.5
32.0;22.0;4.2
33.0;248.0;2.3
33.0;271.0;4.2
33.0;157.0;4.5
33.0;110.0;4.1
33.0;209.0;4.2
33.0;237.0;4.1
33.0;85.0;4.3
33.0;80.0;3.8
33.0;296.0;4.3
33.0;738.0;3.9000000000000004
33.0;694.0;4.199999999999999
33.0;744.0;4.3999999999999995
33.0;454.0;5.2
33.0;563.0;4.3
33.0;619.0;4.800000000000001
33.0;588.0;4.1
33.0;426.0;3.9999999999999996
33.0;648.0;4.9
33.0;349.0;4.5
33.0;719.0;4.2
33.0;347.0;4.3999999999999995
33.0;473.0;4.6000000000000005
33.0;726.0;4.1
34.0;391.0;4.5
34.0;384.0;3.8999999999999995
34.0;399.0;4.5
34.0;397.0;4.6000000000000005
34.0;393.0;3.8999999999999995
34.0;389.0;2.9
34.0;388.0;4.3999999999999995
34.0;547.0;4.1000000000000005
34.0;571.0;2.9
34.0;126.0;4.3
34.0;759.0;3.8
34.0;579.0;4.3999999999999995
34.0;327.0;4.8999999999999995
34.0;10.0;4.199999999999999
34.0;597.0;5.0
34.0;135.0;2.2
34.0;76.0;4.3
35.0;150.0;4.1
35.0;190.0;4.4
35.0;11.0;4.199999999999999
35.0;163.0;4.5
35.0;282.0;4.1
35.0;195.0;4.6000000000000005
35.0;50.0;4.2
35.0;139.0;4.3
35.0;497.0;4.3
35.0;563.0;4.5
35.0;697.0;4.0
35.0;467.0;4.5
35.0;491.0;4.2
35.0;677.0;4.2
35.0;597.0;4.9
35.0;741.0;3.5
35.0;592.0;4.0
35.0;585.0;4.2
35.0;516.0;4.7
36.0;282.0;4.1
36.0;232.0;4.199999999999999
36.0;287.0;4.0
36.0;158.0;4.3
36.0;142.0;4.0
36.0;129.0;3.9000000000000004
36.0;66.0;5.0
36.0;433.0;4.2
36.0;478.0;3.8000000000000003
36.0;737.0;3.7
36.0;546.0;5.3
36.0;468.0;4.699999999999999
36.0;453.0;4.6
36.0;378.0;4.199999999999999
36.0;702.0;5.0
36.0;492.0;3.9
36.0;333.0;4.0
36.0;501.0;4.199999999999999
37.0;647.0;4.3999999999999995
37.0;587.0;4.2
37.0;684.0;4.800000000000001
37.0;427.0;5.0
37.0;493.0;3.3
37.0;514.0;4.5
37.0;436.0;4.2
37.0;118.0;4.0
37.0;365.0;4.0
37.0;268.0;3.0
37.0;704.0;4.300000000000001
37.0;241.0;4.3
37.0;297.0;4.4
37.0;265.0;4.0
37.0;180.0;4.6
37.0;341.0;4.3
37.0;409.0;5.1
38.0;175.0;4.1000000000000005
38.0;15.0;4.5
38.0;194.0;4.6
38.0;4.0;4.3
38.0;128.0;4.0
38.0;284.0;5.1
38.0;125.0;4.3999999999999995
38.0;274.0;3.3
38.0;422.0;4.4
38.0;612.0;4.1
38.0;332.0;4.5
38.0;400.0;5.1
38.0;692.0;4.5
38.0;684.0;4.9
38.0;578.0;4.6
38.0;667.0;4.1
38.0;758.0;4.4
38.0;468.0;4.3
38.0;475.0;4.4
38.0;610.0;4.7
39.0;725.0;4.0
39.0;328.0;3.9
39.0;749.0;4.0
39.0;337.0;5.0
39.0;755.0;4.2
39.0;335.0;4.3999999999999995
39.0;746.0;4.1
39.0;758.0;4.0
39.0;729.0;4.0
39.0;589.0;4.4
39.0;170.0;4.8
39.0;304.0;3.6999999999999997
39.0;69.0;4.6000000000000005
39.0;708.0;4.8
39.0;537.0;4.1000000000000005
39.0;1.0;4.0
39.0;611.0;4.5
39.0;145.0;2.5
39.0;379.0;4.6000000000000005
39.0;190.0;4.1000000000000005
39.0;349.0;4.6000000000000005
39.0;124.0;3.9999999999999996
39.0;48.0;4.1
40.0;375.0;4.5
40.0;313.0;4.5
40.0;317.0;4.3
40.0;299.0;4.6
40.0;303.0;4.800000000000001
40.0;425.0;4.3
40.0;379.0;4.7
40.0;319.0;4.5
40.0;413.0;4.7
40.0;651.0;5.1
40.0;503.0;4.3
40.0;327.0;4.8999999999999995
40.0;552.0;3.8
40.0;76.0;4.2
40.0;468.0;4.3999999999999995
40.0;296.0;4.5
40.0;91.0;4.2
40.0;128.0;3.6999999999999997
40.0;210.0;3.9999999999999996
40.0;654.0;4.2
40.0;171.0;4.5
40.0;21.0;3.5
41.0;625.0;4.9
41.0;514.0;4.699999999999999
41.0;610.0;5.0
41.0;609.0;4.3
41.0;577.0;4.1
41.0;444.0;4.1
41.0;485.0;4.0
41.0;658.0;4.5
41.0;290.0;3.6
41.0;395.0;4.5
41.0;171.0;4.5
41.0;21.0;3.4
41.0;390.0;4.699999999999999
41.0;352.0;4.1
41.0;8.0;4.4
41.0;161.0;3.8999999999999995
41.0;746.0;4.1
41.0;308.0;4.0
41.0;148.0;4.1
42.0;19.0;4.1
42.0;233.0;4.2
42.0;208.0;4.5
42.0;253.0;3.6999999999999997
42.0;106.0;1.0
42.0;270.0;3.6
42.0;78.0;4.1
42.0;63.0;3.9999999999999996
42.0;215.0;1.5999999999999999
42.0;631.0;4.2
42.0;701.0;4.1000000000000005
42.0;708.0;4.3999999999999995
42.0;600.0;4.8
42.0;340.0;4.1
42.0;410.0;5.0
42.0;416.0;4.6
42.0;356.0;4.1
42.0;426.0;3.9999999999999996
42.0;595.0;4.5
42.0;707.0;4.2
42.0;377.0;4.5
42.0;493.0;3.3
43.0;554.0;4.2
43.0;489.0;4.6
43.0;517.0;4.5
43.0;552.0;4.1
43.0;631.0;4.4
43.0;429.0;4.2
43.0;625.0;5.1
43.0;525.0;4.8999999999999995
43.0;230.0;4.1
43.0;380.0;4.1
43.0;343.0;4.0
43.0;737.0;4.2
43.0;368.0;4.1
43.0;137.0;4.5
43.0;420.0;2.9
43.0;99.0;3.7
43.0;293.0;4.0
43.0;358.0;4.2
43.0;374.0;4.4
43.0;222.0;4.2
43.0;195.0;4.300000000000001
44.0;600.0;4.5
44.0;449.0;5.1
44.0;682.0;4.7
44.0;516.0;4.6000000000000005
44.0;546.0;4.8
44.0;663.0;4.5
44.0;441.0;5.0
44.0;461.0;4.3999999999999995
44.0;285.0;4.1
44.0;241.0;4.4
44.0;149.0;4.199999999999999
44.0;414.0;4.8999999999999995
44.0;280.0;4.1000000000000005
44.0;95.0;4.3
44.0;0.0;4.1000000000000005
44.0;24.0;3.9
44.0;18.0;4.0
44.0;404.0;4.1
44.0;356.0;4.3999999999999995
45.0;730.0;4.3
45.0;339.0;4.3
45.0;729.0;4.0
45.0;335.0;4.1
45.0;341.0;4.3999999999999995
45.0;321.0;4.6
45.0;753.0;3.6
45.0;336.0;4.4
45.0;563.0;4.1000000000000005
45.0;227.0;4.1
45.0;66.0;4.5
45.0;354.0;4.2
45.0;561.0;3.9999999999999996
45.0;425.0;4.5
45.0;84.0;4.7
45.0;164.0;4.5
45.0;299.0;4.5
45.0;198.0;3.6999999999999997
45.0;287.0;3.7
45.0;713.0;3.8
46.0;248.0;2.3
46.0;193.0;4.1
46.0;91.0;4.3999999999999995
46.0;287.0;3.9
46.0;181.0;3.8999999999999995
46.0;221.0;3.8999999999999995
46.0;263.0;4.4
46.0;114.0;3.9000000000000004
46.0;414.0;4.6
46.0;620.0;4.7
46.0;417.0;3.8999999999999995
46.0;678.0;4.2
46.0;338.0;3.8
46.0;696.0;4.1
46.0;662.0;4.2
46.0;643.0;4.5
46.0;375.0;4.300000000000001
46.0;342.0;5.0
46.0;503.0;4.5
46.0;753.0;3.7
46.0;625.0;4.8
47.0;127.0;4.0
47.0;57.0;4.300000000000001
47.0;150.0;3.9
47.0;5.0;3.8
47.0;272.0;4.4
47.0;51.0;4.5
47.0;8.0;4.4
47.0;10.0;3.8999999999999995
47.0;419.0;4.7
47.0;362.0;4.300000000000001
47.0;653.0;4.6000000000000005
47.0;708.0;4.6
47.0;612.0;4.3
47.0;622.0;4.7
47.0;345.0;3.8
47.0;445.0;5.2
47.0;456.0;4.5
47.0;453.0;4.3999999999999995
47.0;584.0;3.4000000000000004
47.0;565.0;4.8
48.0;110.0;3.9999999999999996
48.0;122.0;4.6000000000000005
48.0;147.0;3.6999999999999997
48.0;220.0;3.6
48.0;217.0;4.1
48.0;165.0;3.9
48.0;13.0;3.9
48.0;151.0;4.199999999999999
48.0;38.0;4.6000000000000005
48.0;556.0;4.5
48.0;718.0;4.0
48.0;757.0;4.1
48.0;665.0;3.8999999999999995
48.0;307.0;4.2
48.0;541.0;4.5
48.0;747.0;4.7
48.0;367.0;4.300000000000001
48.0;439.0;4.2
48.0;711.0;4.8
48.0;480.0;4.3
48.0;615.0;4.6000000000000005
48.0;672.0;5.2
49.0;235.0;4.6
49.0;162.0;4.3999999999999995
49.0;106.0;1.2
49.0;179.0;3.9999999999999996
49.0;141.0;4.2
49.0;132.0;3.8
49.0;247.0;3.9999999999999996
49.0;208.0;4.6
49.0;544.0;4.8
49.0;330.0;4.0
49.0;708.0;4.3999999999999995
49.0;573.0;4.300000000000001
49.0;646.0;4.3999999999999995
49.0;451.0;4.2
49.0;561.0;4.199999999999999
49.0;598.0;5.2
49.0;323.0;4.2
49.0;624.0;4.5
49.0;736.0;3.8000000000000003
49.0;560.0;5.0
49.0;679.0;4.0
50.0;197.0;4.1000000000000005
50.0;158.0;4.2
50.0;230.0;3.9999999999999996
50.0;56.0;4.699999999999999
50.0;3.0;4.3
50.0;93.0;4.1
50.0;251.0;3.6
50.0;625.0;4.7
50.0;359.0;4.300000000000001
50.0;755.0;4.1000000000000005
50.0;543.0;4.5
50.0;356.0;4.3
50.0;432.0;4.3
50.0;703.0;3.8999999999999995
50.0;735.0;3.9999999999999996
50.0;572.0;5.2
50.0;517.0;4.300000000000001
50.0;423.0;4.7
51.0;161.0;4.199999999999999
51.0;183.0;4.6
51.0;269.0;4.3
51.0;194.0;4.8
51.0;93.0;3.9999999999999996
51.0;86.0;4.4
51.0;259.0;3.7
51.0;158.0;4.1000000000000005
51.0;44.0;4.3
51.0;726.0;4.2
51.0;299.0;4.8999999999999995
51.0;300.0;4.6000000000000005
51.0;532.0;4.0
51.0;307.0;4.3999999999999995
51.0;519.0;4.3
51.0;666.0;4.3
51.0;332.0;4.3999999999999995
51.0;494.0;4.5
51.0;517.0;4.5
51.0;410.0;4.8
51.0;456.0;4.5
51.0;316.0;4.2
51.0;435.0;3.8999999999999995
